	review	label	index	wordcount	length_bracket	prediction_zeroshot	Qwen-0.5B_zeroshot	prediction_fewshot	Qwen-0.5B_fewshot	prediction_fewshot-with-most-similar-examples	Qwen-0.5B_fewshot-with-most-similar-examples	Qwen-1.5B_zeroshot	Qwen-1.5B_fewshot	Qwen-1.5B_fewshot-with-most-similar-examples	review_dup	label_dup	wordcount_dup	length_bracket_dup	prediction_chain-of-thought-instructions	Qwen-0.5B_chain-of-thought-instructions	prediction_chain-of-thought-traditional	Qwen-0.5B_chain-of-thought-traditional	Qwen-1.5B_chain-of-thought-instructions	Qwen-1.5B_chain-of-thought-traditional	prediction_chain-of-thought-with-numeric-rating	Qwen-0.5B_chain-of-thought-with-numeric-rating	rating-Qwen-0.5B	Qwen-1.5B_chain-of-thought-with-numeric-rating	rating-Qwen-1.5B	prediction_chain-of-thought-rewatch-likelihood	Qwen-0.5B_chain-of-thought-rewatch-likelihood	likelihood_to_rewatch-Qwen-0.5B	Qwen-1.5B_chain-of-thought-rewatch-likelihood	likelihood_to_rewatch-Qwen-1.5B	prediction_rating-based_sentiment-analysis	Qwen-0.5B_rating-based_sentiment-analysis	rating-Qwen-0.5B_dup	prediction_keyword-based_sentiment_analysis	Qwen-0.5B_keyword-based_sentiment_analysis	key_phrases-Qwen-0.5B	Qwen-1.5B_rating-based_sentiment-analysis	rating-Qwen-1.5B_dup	Qwen-1.5B_keyword-based_sentiment_analysis	key_phrases-Qwen-1.5B
406	Ed Wood is rolling over in his grave. He could have made a hundred cult classics for the price of this waste-hole. The worst script in memory (it makes 'X-Men 3' sparkle like 'Citizen Kane'); the most amateur directing; pre-K cinematography; the cheesiest 'special effects' (I'm talking about 'Friday The 13th' sequel territory); and throw in a pointless, revolting, deeply disturbed, maternity ward sequence. The lack of any talent or sensibility that put this garbage on-screen is astounding. That the 'industry' might reward anyone involved in this celluloid cess-pool with future projects ought to be cause for serious alarm.	0	8238	99	0	0	TN	0.0	TN	0.0	TN	TN	TN	TN	Ed Wood is rolling over in his grave. He could have made a hundred cult classics for the price of this waste-hole. The worst script in memory (it makes 'X-Men 3' sparkle like 'Citizen Kane'); the most amateur directing; pre-K cinematography; the cheesiest 'special effects' (I'm talking about 'Friday The 13th' sequel territory); and throw in a pointless, revolting, deeply disturbed, maternity ward sequence. The lack of any talent or sensibility that put this garbage on-screen is astounding. That the 'industry' might reward anyone involved in this celluloid cess-pool with future projects ought to be cause for serious alarm.	0	99	0	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	3.6666666666666665	TN	1.0	0	TN	1.0	0.0	TN	"- ""Ed Wood is rolling over in his grave""
- ""waste-hole""
- ""worst script in memory""
- ""most amateur directing""
- ""pre-K cinematography""
- ""cheesiest 'special effects'""
- ""pointless, revolting, deeply disturbed, maternity ward sequence""
- ""lack of any talent or sensibility""
- ""garbage on-screen""
- ""serious alarm"""	TN	1.0	TN	"- ""Ed Wood is rolling over in his grave""
- ""waste-hole""
- ""worst script in memory""
- ""most amateur directing""
- ""pre-K cinematography""
- ""cheesiest 'special effects'""
- ""pointless, revolting, deeply disturbed, maternity ward sequence""
- ""lack of any talent or sensibility""
- ""garbage on-screen""
- ""serious alarm"""
407	This was the biggest disappointment of a movie...:( Sucks, cos I was really looking forward to it.  All the twists were crap. They were ALL flashbacks!!!  What makes a good heist movie is the BELIEVABILITY of the the job. Yes it has to be surprising so the audience is stunned, but if you walk away and go that's bulls#!t... what's the point?  Plus the main heist was a bag snatch anyway! You didn't get to see the team operating at it's full deceptive and brilliant potential. There was not even ONE good heist in this movie! They were all rubbish.. including that french idiot's break dancing crap to get through the lasers... it's easy to do that when they are composited in afterwards! Plus that kind of stuff has already been done in at least one other movie.. and it was stupid then as well...  Also, there's no reason to have even HALF of the 12 or 11 in this movie! What difference do half of the cast really make to the outcome of this movie??? Half the SCENES don't even need to be there!  The first one was classy. This was CHEAP! And it makes the whole team loose credibility. Especially Ocean himself for bowing down the Bennett.	0	8242	209	4	0	TN	0.0	TN	0.0	TN	TN	TN	TN	This was the biggest disappointment of a movie...:( Sucks, cos I was really looking forward to it.  All the twists were crap. They were ALL flashbacks!!!  What makes a good heist movie is the BELIEVABILITY of the the job. Yes it has to be surprising so the audience is stunned, but if you walk away and go that's bulls#!t... what's the point?  Plus the main heist was a bag snatch anyway! You didn't get to see the team operating at it's full deceptive and brilliant potential. There was not even ONE good heist in this movie! They were all rubbish.. including that french idiot's break dancing crap to get through the lasers... it's easy to do that when they are composited in afterwards! Plus that kind of stuff has already been done in at least one other movie.. and it was stupid then as well...  Also, there's no reason to have even HALF of the 12 or 11 in this movie! What difference do half of the cast really make to the outcome of this movie??? Half the SCENES don't even need to be there!  The first one was classy. This was CHEAP! And it makes the whole team loose credibility. Especially Ocean himself for bowing down the Bennett.	0	209	4	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	1.0	TN	1.3333333333333333	0	TN	1.0	0.0	TN	"- ""disappointment""
- ""sucks""
- ""crap""
- ""bulls#!t""
- ""rubbish""
- ""stupid""
- ""cheap""
- ""loss of credibility""
- ""bowing down the Bennett"""	TN	2.0	TN	"- ""disappointment""
- ""sucks""
- ""crap""
- ""bulls#!t""
- ""rubbish""
- ""stupid""
- ""cheap""
- ""loss of credibility""
- ""bowing down the Bennett"""
408	Winning 26 out of the 28 awards it was nominated for, there is no doubt that this film will stand as one of the best of 2007. The fact that it was made with non professionals who were trained to act and dance makes it that much more special.  It is not a Bollywood production, but it is about art. A lower caste girl wants to sing and dance. She wants to move up in society, but there is a limit. Everyone cannot be President in India, there is a caste system, and the narrow minds will not allow it to be breached.  Vanaja (Mamatha Bhukya) quits school at 15 and goes to work for the Landlady (Urmila Dammannagari), who was once an accomplished dancer. After some time working the animals, she is taught to sing and dance. The film is strikingly beautiful with rich color. It is amazing what can be done with $20,000, as this film was a Master's project for the writer director.  The Landlady's son (Karan Singh) returns from America to run for office and is struck by the girl. But, she is lower caste and can only be a vessel for his lust. Things are no better at home as her father drinks and eats and steals her money. She ends up pregnant and has to sell the baby to the Landlady.  In the end, she never rises above her caste, but the story was fascinating and the acting was really good.	1	8271	247	4	1	TP	1.0	TP	1.0	TP	TP	TP	TP	Winning 26 out of the 28 awards it was nominated for, there is no doubt that this film will stand as one of the best of 2007. The fact that it was made with non professionals who were trained to act and dance makes it that much more special.  It is not a Bollywood production, but it is about art. A lower caste girl wants to sing and dance. She wants to move up in society, but there is a limit. Everyone cannot be President in India, there is a caste system, and the narrow minds will not allow it to be breached.  Vanaja (Mamatha Bhukya) quits school at 15 and goes to work for the Landlady (Urmila Dammannagari), who was once an accomplished dancer. After some time working the animals, she is taught to sing and dance. The film is strikingly beautiful with rich color. It is amazing what can be done with $20,000, as this film was a Master's project for the writer director.  The Landlady's son (Karan Singh) returns from America to run for office and is struck by the girl. But, she is lower caste and can only be a vessel for his lust. Things are no better at home as her father drinks and eats and steals her money. She ends up pregnant and has to sell the baby to the Landlady.  In the end, she never rises above her caste, but the story was fascinating and the acting was really good.	1	247	4	1	TP	1.0	TP	TP	TP	1	TP	9.666666666666666	TP	9.0	1	TP	10.0	TP	10.0	1	TP	8.666666666666666	1.0	TP	"- ""one of the best of 2007""
- ""strikingly beautiful""
- ""amazing what can be done with $20,000""
- ""really good""
- ""fascinating""
- ""Master's project""
- ""striken by the girl""
- ""lower caste""
- ""narrow minds""
- ""lower caste girl""
- ""Vanity Fair"""	TP	9.0	TP	"- ""one of the best of 2007""
- ""strikingly beautiful""
- ""amazing what can be done with $20,000""
- ""really good""
- ""fascinating""
- ""Master's project""
- ""striken by the girl""
- ""lower caste""
- ""narrow minds""
- ""lower caste girl""
- ""Vanity Fair"""
409	So ya think you've seen every Mafia movie ever made! Here's one that nobody every heard of. It's a low-budget, quickie B-movie - shot in the swamps of Jersey. For us mob-movie fans, it had a little bit of everything - sex, violence, cursing, and wise guys acting like 'gafones'. While violence dominated the movie, I found myself laughing at some familiar scenes I've since seen on The Sopranos and Goodfellas. Look for a 1977 version of the 'Badabing Girls' in the beginning of the movie.  All our favorite mobster stereotypes were featured here. And, as for realism, 'fugettaboutit'! Joe Pesci was superb, portraying the classic wise-guy character like we seen him do so many times over the years. This was probably his first shot, and it was a gem. Pesci fans should run to the video store to check out this flick. You have to look carefully for it since it goes by different names. My copy called it 'The Family Enforcer'. Here it is known as 'The Death Collector'. But whatever name it goes under, it's should be called - A Winner.	1	8311	184	3	1	TP	1.0	FN	1.0	TP	TP	TP	TP	So ya think you've seen every Mafia movie ever made! Here's one that nobody every heard of. It's a low-budget, quickie B-movie - shot in the swamps of Jersey. For us mob-movie fans, it had a little bit of everything - sex, violence, cursing, and wise guys acting like 'gafones'. While violence dominated the movie, I found myself laughing at some familiar scenes I've since seen on The Sopranos and Goodfellas. Look for a 1977 version of the 'Badabing Girls' in the beginning of the movie.  All our favorite mobster stereotypes were featured here. And, as for realism, 'fugettaboutit'! Joe Pesci was superb, portraying the classic wise-guy character like we seen him do so many times over the years. This was probably his first shot, and it was a gem. Pesci fans should run to the video store to check out this flick. You have to look carefully for it since it goes by different names. My copy called it 'The Family Enforcer'. Here it is known as 'The Death Collector'. But whatever name it goes under, it's should be called - A Winner.	1	184	3	1	TP	1.0	TP	TP	TP	1	TP	8.333333333333334	TP	8.333333333333334	1	TP	7.333333333333333	TP	9.333333333333334	1	TP	9.0	1.0	TP	"- ""low-budget, quickie B-movie""
- ""sex, violence, cursing, and wise guys acting like 'gafones'""
- ""I found myself laughing at some familiar scenes I've since seen on The Sopranos and Goodfellas""
- ""violence dominated the movie""
- ""look for a 1977 version of the 'Badabing Girls' in the beginning of the movie""
- ""All our favorite mobster stereotypes were featured here""
- ""Joe Pesci was superb, portraying the classic wise-guy character like we seen him do so many times over the years""
- ""Pesci fans should run to the video store to check out this flick""
- ""You have to look carefully for it since it goes by different names""
- ""A Winner"""	TP	8.666666666666666	TP	"- ""low-budget, quickie B-movie""
- ""sex, violence, cursing, and wise guys acting like 'gafones'""
- ""I found myself laughing at some familiar scenes I've since seen on The Sopranos and Goodfellas""
- ""violence dominated the movie""
- ""look for a 1977 version of the 'Badabing Girls' in the beginning of the movie""
- ""All our favorite mobster stereotypes were featured here""
- ""Joe Pesci was superb, portraying the classic wise-guy character like we seen him do so many times over the years""
- ""Pesci fans should run to the video store to check out this flick""
- ""You have to look carefully for it since it goes by different names""
- ""A Winner"""
410	This typical Mamet film delivers a quiet, evenly paced insight into what makes a confidence man (Joe Mantegna) good. Explored as a psychological study by a noted psychologist (Lindsay Crouse), it slowly pulls her into his world with the usual nasty consequences. The cast includes a number of the players found is several of Mamet's films (Steven Goldstein, Jack Wallace, Ricky Jay, Andy Potok, Allen Soule, William H. Macy), and they do their usual good job. I loved Lindsay Crouse in this film, and have often wondered why she didn't become a more noted player than she has become. Perhaps I'm not looking in the right places!  The movie proceeds at a slow pace, with flat dialog, yet it maintains a level of tension throughout which logically leads to the bang-up ending. You'd expect a real let down at the ending, but I found it uplifting and satisfying. I love this movie!	1	8336	152	2	1	TP	1.0	TP	1.0	TP	TP	TP	TP	This typical Mamet film delivers a quiet, evenly paced insight into what makes a confidence man (Joe Mantegna) good. Explored as a psychological study by a noted psychologist (Lindsay Crouse), it slowly pulls her into his world with the usual nasty consequences. The cast includes a number of the players found is several of Mamet's films (Steven Goldstein, Jack Wallace, Ricky Jay, Andy Potok, Allen Soule, William H. Macy), and they do their usual good job. I loved Lindsay Crouse in this film, and have often wondered why she didn't become a more noted player than she has become. Perhaps I'm not looking in the right places!  The movie proceeds at a slow pace, with flat dialog, yet it maintains a level of tension throughout which logically leads to the bang-up ending. You'd expect a real let down at the ending, but I found it uplifting and satisfying. I love this movie!	1	152	2	1	TP	1.0	TP	TP	TP	1	TP	8.333333333333334	TP	9.0	1	TP	9.0	TP	10.0	1	TP	8.666666666666666	1.0	TP	"- ""quiet, evenly paced insight""
- ""nasty consequences""
- ""good job""
- ""loved Lindsay Crouse""
- ""level of tension""
- ""bang-up ending""
- ""uplifting and satisfying""
- ""love this movie"""	TP	9.0	TP	"- ""quiet, evenly paced insight""
- ""nasty consequences""
- ""good job""
- ""loved Lindsay Crouse""
- ""level of tension""
- ""bang-up ending""
- ""uplifting and satisfying""
- ""love this movie"""
411	Walking with Cavemen, hosted by Alec Baldwin, is a look back at all the hominid (that's us!) species of the past 5 million years: who they were, what they were like, and how they died out. Along with being a very interesting scientific look at the information we have on these species, Walking with Cavemen also examines what it is that makes us human. I waited several weeks to watch this, and I was not disappointed.	1	8345	76	0	1	TP	1.0	TP	1.0	TP	TP	TP	TP	Walking with Cavemen, hosted by Alec Baldwin, is a look back at all the hominid (that's us!) species of the past 5 million years: who they were, what they were like, and how they died out. Along with being a very interesting scientific look at the information we have on these species, Walking with Cavemen also examines what it is that makes us human. I waited several weeks to watch this, and I was not disappointed.	1	76	0	1	TP	1.0	TP	TP	TP	1	TP	9.0	TP	9.0	1	TP	7.333333333333333	TP	10.0	1	TP	8.0	1.0	TP	"- ""very interesting scientific look""
- ""not disappointed"""	TP	10.0	TP	"- ""very interesting scientific look""
- ""not disappointed"""
412	One of the dumbest movies in the history of cinema. Wait, I take that back-- this movie can't be included in any category related to 'cinema'; it belongs in categories like 'waste', turds, or similar categories. Ironically, it's even _about_ two garbagemen. The movie is 'Men At Work', a lightweight crime comedy starring the Estevez (Sheen) brothers from 1990. Setting aside the asinine and implausible plot line, bad acting, bad dialogue, poorly executed stunts and slapstick, continuity errors, and high rate of no-name actors never to be seen again, all in all it was a pretty bad movie anyway (at its core, I mean). It was the kind of movie that might be good for one thing: you can watch it about 200 times, learn every line, and in a campy kind of way repeat them back and forth in public with your *wasted* friends, thus securing your status as the biggest dorks in your tenth grade class.  To make matters worse, I actually submitted an IMDb trivia entry (along with this bad review) to the movie's IMDb web page, if only because I spotted a silly little punk music joke that apparently nobody else spotted yet(about the Butthole Surfer statue). I'm so conflicted about why I should even *waste* my time submitting what looks like a supportive trivia note, when what I really want to do is blow up Emilio's acting career (no, wait, he's already done that himself. Thanks, dude!) I'm so glad I *wasted* only time on this, not real money. For that matter, can I maybe have at least one tenth of their budget? Anyone other than this director (Emilio) could have made two or three much better movies with just what they spent blowing up cars, carefully placing bikini-clad bimbos in the background, and beating up useless extras (henchmen) in haz-mat suits. I'd mention Emilio's writing credit, but it would be a stretch to call this screenplay 'writing' -- it's more like crayon-scrawled cartoon ideas. And Charlie Sheen, if you're reading this, I assume M.A.W. must have been made during the part of your career in which you were a coked-up, hooker-loving Hollywood brat who had not grown up yet. (Oops! Sorry, I guess that part of your life isn't over yet. Get well soon, you 'half a man'. Such a promising talent, so *wasted* oh look, there's that word again.)	0	8350	396	6	0	TN	0.0	TN	0.0	TN	TN	TN	TN	One of the dumbest movies in the history of cinema. Wait, I take that back-- this movie can't be included in any category related to 'cinema'; it belongs in categories like 'waste', turds, or similar categories. Ironically, it's even _about_ two garbagemen. The movie is 'Men At Work', a lightweight crime comedy starring the Estevez (Sheen) brothers from 1990. Setting aside the asinine and implausible plot line, bad acting, bad dialogue, poorly executed stunts and slapstick, continuity errors, and high rate of no-name actors never to be seen again, all in all it was a pretty bad movie anyway (at its core, I mean). It was the kind of movie that might be good for one thing: you can watch it about 200 times, learn every line, and in a campy kind of way repeat them back and forth in public with your *wasted* friends, thus securing your status as the biggest dorks in your tenth grade class.  To make matters worse, I actually submitted an IMDb trivia entry (along with this bad review) to the movie's IMDb web page, if only because I spotted a silly little punk music joke that apparently nobody else spotted yet(about the Butthole Surfer statue). I'm so conflicted about why I should even *waste* my time submitting what looks like a supportive trivia note, when what I really want to do is blow up Emilio's acting career (no, wait, he's already done that himself. Thanks, dude!) I'm so glad I *wasted* only time on this, not real money. For that matter, can I maybe have at least one tenth of their budget? Anyone other than this director (Emilio) could have made two or three much better movies with just what they spent blowing up cars, carefully placing bikini-clad bimbos in the background, and beating up useless extras (henchmen) in haz-mat suits. I'd mention Emilio's writing credit, but it would be a stretch to call this screenplay 'writing' -- it's more like crayon-scrawled cartoon ideas. And Charlie Sheen, if you're reading this, I assume M.A.W. must have been made during the part of your career in which you were a coked-up, hooker-loving Hollywood brat who had not grown up yet. (Oops! Sorry, I guess that part of your life isn't over yet. Get well soon, you 'half a man'. Such a promising talent, so *wasted* oh look, there's that word again.)	0	396	6	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	1.0	TN	1.0	0	TN	1.0	0.0	TN	"- ""dumbest movies in the history of cinema""
- ""garbagemen""
- ""waste""
- ""turds""
- ""bad acting""
- ""bad dialogue""
- ""poorly executed stunts and slapstick""
- ""high rate of no-name actors never to be seen again""
- ""pretty bad movie""
- ""campy kind of way repeat them back and forth in public with your *wasted* friends""
- ""conflicted about why I should even *waste* my time submitting what looks like a supportive trivia note""
- ""wasted only time on this, not real money""
- ""Emilio's acting career (no, wait, he's already done that himself. Thanks, dude!)""
- ""Emilio's writing credit""
- ""coked-up, hooker-loving Hollywood brat who had not grown up yet""
- ""wasted"""	TN	1.3333333333333333	TN	"- ""dumbest movies in the history of cinema""
- ""garbagemen""
- ""waste""
- ""turds""
- ""bad acting""
- ""bad dialogue""
- ""poorly executed stunts and slapstick""
- ""high rate of no-name actors never to be seen again""
- ""pretty bad movie""
- ""campy kind of way repeat them back and forth in public with your *wasted* friends""
- ""conflicted about why I should even *waste* my time submitting what looks like a supportive trivia note""
- ""wasted only time on this, not real money""
- ""Emilio's acting career (no, wait, he's already done that himself. Thanks, dude!)""
- ""Emilio's writing credit""
- ""coked-up, hooker-loving Hollywood brat who had not grown up yet""
- ""wasted"""
413	This movie turned out to be better than I had expected it to be. Some parts were pretty funny. It was nice to have a movie with a new plot.	1	8357	30	0	1	TP	1.0	TP	1.0	TP	TP	TP	TP	This movie turned out to be better than I had expected it to be. Some parts were pretty funny. It was nice to have a movie with a new plot.	1	30	0	1	TP	1.0	TP	TP	TP	1	TP	7.333333333333333	TP	7.333333333333333	1	TP	6.666666666666667	TP	10.0	1	TP	6.0	1.0	TP	"- ""better than I had expected""
- ""pretty funny""
- ""nice to have a movie with a new plot"""	TP	7.0	TP	"- ""better than I had expected""
- ""pretty funny""
- ""nice to have a movie with a new plot"""
414	This film is totally garbage. Some imbecilic intellectual comforting himself by making all his best to claim superiority of aristocrat over working class. Nothing more than a piece of self-complacence catharsis. Disgusting.  If this kind of a movie is set in US, it will sure make itself a big joke. And simply because it comes out from 'the other side', it makes itself a masterpiece, a wonderful amusement for certain brain-washed and/or brain-washing westerns (some George W. maybe:). A typical cold-war sequelae, some kind of joke anyway.  I would say, if this -- like expressed in this film -- is all what Soviet intellectuals had been thinking about all those years, then maybe they deserve all the miseries they claim they had gone through. BUT NO! 'cause like many others, I've read and watched real masterpieces made by real outstanding Soviet intellectuals. For example, something also relevant with dog, 'White Bim Black Ear' -- both Gavriil Troyepolsky's book and Stanislav Rostotsky's movie -- is a real masterpiece. Real life, real tragedy, real sad, real pride and dignity, one of the real best of the Soviet era.	0	8373	186	3	0	TN	0.0	TN	0.0	TN	TN	TN	TN	This film is totally garbage. Some imbecilic intellectual comforting himself by making all his best to claim superiority of aristocrat over working class. Nothing more than a piece of self-complacence catharsis. Disgusting.  If this kind of a movie is set in US, it will sure make itself a big joke. And simply because it comes out from 'the other side', it makes itself a masterpiece, a wonderful amusement for certain brain-washed and/or brain-washing westerns (some George W. maybe:). A typical cold-war sequelae, some kind of joke anyway.  I would say, if this -- like expressed in this film -- is all what Soviet intellectuals had been thinking about all those years, then maybe they deserve all the miseries they claim they had gone through. BUT NO! 'cause like many others, I've read and watched real masterpieces made by real outstanding Soviet intellectuals. For example, something also relevant with dog, 'White Bim Black Ear' -- both Gavriil Troyepolsky's book and Stanislav Rostotsky's movie -- is a real masterpiece. Real life, real tragedy, real sad, real pride and dignity, one of the real best of the Soviet era.	0	186	3	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	0.6666666666666666	TN	1.0	0	TN	1.0	0.0	TN	"- ""totally garbage""
- ""imbecilic intellectual comforting himself""
- ""self-complacence catharsis""
- ""disgusting""
- ""masterpiece""
- ""typical cold-war sequelae""
- ""real masterpieces""
- ""real outstanding Soviet intellectuals""
- ""real best of the Soviet era""
- ""real life, real tragedy, real sad, real pride and dignity"""	TN	2.0	TN	"- ""totally garbage""
- ""imbecilic intellectual comforting himself""
- ""self-complacence catharsis""
- ""disgusting""
- ""masterpiece""
- ""typical cold-war sequelae""
- ""real masterpieces""
- ""real outstanding Soviet intellectuals""
- ""real best of the Soviet era""
- ""real life, real tragedy, real sad, real pride and dignity"""
415	The Underground Comedy movie is perhaps one of the worst comedies I've ever seen. I should have known it was going to be bad when the box had the phrase 'guaranteed to offend' written on it... meaning that the filmmakers were going to focus more on grossing you out than making you laugh.  This movie is an amateurish jumble of childish skits, bad characters, and worse jokes... from the pathetic Bat-Man sketch to the painfully unfunny Arnold Shvollenpecker skit, they just aren't funny. The few skits that are a little funny are few and far between - watching Micheal Clark Duncan play a gay virgin, for example - but even they go on too long and get ruined from Vince Offer's ineptness at comedy.  Keep The Underground Comedy Movie underground... bury it!	0	8403	132	2	0	TN	0.0	TN	0.0	TN	TN	TN	TN	The Underground Comedy movie is perhaps one of the worst comedies I've ever seen. I should have known it was going to be bad when the box had the phrase 'guaranteed to offend' written on it... meaning that the filmmakers were going to focus more on grossing you out than making you laugh.  This movie is an amateurish jumble of childish skits, bad characters, and worse jokes... from the pathetic Bat-Man sketch to the painfully unfunny Arnold Shvollenpecker skit, they just aren't funny. The few skits that are a little funny are few and far between - watching Micheal Clark Duncan play a gay virgin, for example - but even they go on too long and get ruined from Vince Offer's ineptness at comedy.  Keep The Underground Comedy Movie underground... bury it!	0	132	2	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	3.6666666666666665	TN	1.0	0	TN	1.0	0.0	TN	"- ""one of the worst comedies I've ever seen""
- ""guaranteed to offend""
- ""amateurish jumble of childish skits""
- ""bad characters""
- ""worse jokes""
- ""few skits that are a little funny""
- ""ineptness at comedy""
- ""keep The Underground Comedy Movie underground... bury it!"""	TN	2.0	TN	"- ""one of the worst comedies I've ever seen""
- ""guaranteed to offend""
- ""amateurish jumble of childish skits""
- ""bad characters""
- ""worse jokes""
- ""few skits that are a little funny""
- ""ineptness at comedy""
- ""keep The Underground Comedy Movie underground... bury it!"""
